season	episode	scene	utterance	speaker	transcript	tokens	emotion	ID
s03	e06	c03	u006	['Chandler Bing']	Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good. All right.	"[['Well', ',', 'listen', 'I', 'ah', ',', 'still', 'have', 'one', 'more', 'person', 'to', 'ah', 'meet', ',', 'but', 'unless', 'it', 'turns', 'out', 'to', 'be', 'your', 'sister', ',', 'I', 'think', 'you', ""'re"", 'chances', 'are', 'pretty', 'good', '.'], ['All', 'right', '.']]"	Joyful	s03e06c03u006
s03	e06	c04	u002	['Chandler Bing']	Bedroom. Bathroom. Living room. This right here is the kitchen, and thanks for coming by, Bye-bye.	[['Bedroom', '.'], ['Bathroom', '.'], ['Living', 'room', '.'], ['This', 'right', 'here', 'is', 'the', 'kitchen', ',', 'and', 'thanks', 'for', 'coming', 'by', ',', 'Bye', '-', 'bye', '.']]	Peaceful	s03e06c04u002
s03	e06	c04	u003	['Joey Tribbiani']	Don't you ah, don't you wanna ask me any questions?	"[['Do', ""n't"", 'you', 'ah', ',', 'do', ""n't"", 'you', 'wan', 'na', 'ask', 'me', 'any', 'questions', '?']]"	Neutral	s03e06c04u003
s03	e06	c04	u004	['Chandler Bing']	Sure. Ummm. What's up?	"[['Sure', '.'], ['Ummm', '.'], ['What', ""'s"", 'up', '?']]"	Scared	s03e06c04u004
s03	e06	c04	u005	['Joey Tribbiani']	Well, ah, I'm an actor. I'm fairly neat. I ah, I got my own TV. Oh, and don't worry I'm totally okay with the gay thing.	"[['Well', ',', 'ah', ',', 'I', ""'m"", 'an', 'actor', '.'], ['I', ""'m"", 'fairly', 'neat', '.'], ['I', 'ah', ',', 'I', 'got', 'my', 'own', 'TV.', 'Oh', ',', 'and', 'do', ""n't"", 'worry', 'I', ""'m"", 'totally', 'okay', 'with', 'the', 'gay', 'thing', '.']]"	Peaceful	s03e06c04u005
s03	e06	c04	u006	['Chandler Bing']	What gay thing?	[['What', 'gay', 'thing', '?']]	Scared	s03e06c04u006
s03	e06	c04	u007	['Joey Tribbiani']	Ah, y'know just in general people being gay, thing. I'm totally cool with that.	"[['Ah', ',', ""y'know"", 'just', 'in', 'general', 'people', 'being', 'gay', ',', 'thing', '.'], ['I', ""'m"", 'totally', 'cool', 'with', 'that', '.']]"	Peaceful	s03e06c04u007
s03	e06	c07	u002	['Ross Geller']	No real-, honey, really it's fine, just g-go with Susan. Really, I, no, I think girls night out is a great idea. Okay, okay, bye	"[['No', 'real', '-', ',', 'honey', ',', 'really', 'it', ""'s"", 'fine', ',', 'just', 'g', '-', 'go', 'with', 'Susan', '.'], ['Really', ',', 'I', ',', 'no', ',', 'I', 'think', 'girls', 'night', 'out', 'is', 'a', 'great', 'idea', '.'], ['Okay', ',', 'okay', ',', 'bye']]"	Scared	s03e06c07u002
s03	e06	c07	u003	['Phoebe Buffay']	So what are they doing?	[['So', 'what', 'are', 'they', 'doing', '?']]	Joyful	s03e06c07u003
s03	e06	c07	u004	['Ross Geller']	I don't know, something girlie.	"[['I', 'do', ""n't"", 'know', ',', 'something', 'girlie', '.']]"	Peaceful	s03e06c07u004
s03	e06	c07	u005	['Phoebe Buffay']	Hey, you're early.	"[['Hey', ',', 'you', ""'re"", 'early', '.']]"	Joyful	s03e06c07u005
s03	e06	c07	u006	['Monica Geller']	What are you doing with the lamp?	[['What', 'are', 'you', 'doing', 'with', 'the', 'lamp', '?']]	Scared	s03e06c07u006
s03	e06	c07	u007	['Phoebe Buffay']	I'm just taking it to be re-wired.	"[['I', ""'m"", 'just', 'taking', 'it', 'to', 'be', 're-wired', '.']]"	Neutral	s03e06c07u007
s03	e06	c07	u008	['Monica Geller']	Oh, well don't take it to the same place you took the stereo, 'cause they've had that thing for over a week.	"[['Oh', ',', 'well', 'do', ""n't"", 'take', 'it', 'to', 'the', 'same', 'place', 'you', 'took', 'the', 'stereo', ',', ""'cause"", 'they', ""'ve"", 'had', 'that', 'thing', 'for', 'over', 'a', 'week', '.']]"	Neutral	s03e06c07u008
s03	e06	c07	u010	['Phoebe Buffay']	No, no, Mr. Heckles no one is making any noise up here.	[['No', ',', 'no', ',', 'Mr.', 'Heckles', 'no', 'one', 'is', 'making', 'any', 'noise', 'up', 'here', '.']]	Scared	s03e06c07u010
s03	e06	c07	u011	['Mr. Heckles']	You're disturbing my oboe practice.	"[['You', ""'re"", 'disturbing', 'my', 'oboe', 'practice', '.']]"	Mad	s03e06c07u011
s03	e06	c07	u012	['Phoebe Buffay']	You don't play the oboe!	"[['You', 'do', ""n't"", 'play', 'the', 'oboe', '!']]"	Mad	s03e06c07u012
s03	e06	c07	u013	['Mr. Heckles']	I could play the oboe!	[['I', 'could', 'play', 'the', 'oboe', '!']]	Mad	s03e06c07u013
s03	e06	c07	u014	['Phoebe Buffay']	Then I'm gonna have to ask you to keep it down.	"[['Then', 'I', ""'m"", 'gon', 'na', 'have', 'to', 'ask', 'you', 'to', 'keep', 'it', 'down', '.']]"	Mad	s03e06c07u014
s03	e06	c07	u016	['Mr. Heckles']	Who are you?	[['Who', 'are', 'you', '?']]	Scared	s03e06c07u016
s03	e06	c07	u017	['Eric (photographer)']	Hi, I'm Eric, I'm gonna be Chandler's new roommate.	"[['Hi', ',', 'I', ""'m"", 'Eric', ',', 'I', ""'m"", 'gon', 'na', 'be', 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Peaceful	s03e06c07u017
s03	e06	c07	u018	['Mr. Heckles']	I'm Chandler's new roommate.	"[['I', ""'m"", 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Peaceful	s03e06c07u018
s03	e06	c07	u019	['Eric (photographer)']	I-I-I don't think so.	"[['I-I-I', 'do', ""n't"", 'think', 'so', '.']]"	Powerful	s03e06c07u019
s03	e06	c07	u020	['Mr. Heckles']	I could be Chandler's new roommate.	"[['I', 'could', 'be', 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Mad	s03e06c07u020
s03	e06	c07	u021	['Eric (photographer)']	But, he told me over the phone.	[['But', ',', 'he', 'told', 'me', 'over', 'the', 'phone', '.']]	Scared	s03e06c07u021
s03	e06	c07	u022	['Mr. Heckles']	He told me in person.	[['He', 'told', 'me', 'in', 'person', '.']]	Powerful	s03e06c07u022
s03	e06	c07	u023	['Eric (photographer)']	That's weird.	"[['That', ""'s"", 'weird', '.']]"	Scared	s03e06c07u023
s03	e06	c07	u024	['Mr. Heckles']	Well, I'm going to go into my new apartment now. Ehh!	"[['Well', ',', 'I', ""'m"", 'going', 'to', 'go', 'into', 'my', 'new', 'apartment', 'now', '.'], ['Ehh', '!']]"	Joyful	s03e06c07u024
s03	e06	c08	u002	['Monica Geller']	Hi, again.	[['Hi', ',', 'again', '.']]	Neutral	s03e06c08u002
s03	e06	c08	u003	['Joey Tribbiani']	Hey!	[['Hey', '!']]	Joyful	s03e06c08u003
s03	e06	c08	u004	['Chandler Bing']	Hey!	[['Hey', '!']]	Joyful	s03e06c08u004
s03	e06	c08	u005	['Monica Geller']	Thank you soo, much.	[['Thank', 'you', 'soo', ',', 'much', '.']]	Joyful	s03e06c08u005
s03	e06	c08	u006	['Chandler Bing']	Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.	"[['Oh', ',', 'do', ""n't"", 'thank', 'me', ',', 'thank', 'the', 'jerk', 'that', 'never', 'showed', 'up', '.'], ['Okay', ',', 'I', 'got', 'ta', 'get', 'to', 'get', 'to', 'work', '.']]"	Neutral	s03e06c08u006
s03	e06	c08	u008	['Monica Geller']	You want some help with that?	[['You', 'want', 'some', 'help', 'with', 'that', '?']]	Neutral	s03e06c08u008
s03	e06	c08	u009	['Joey Tribbiani']	Oh, no thanks, I got it. No I don't!	"[['Oh', ',', 'no', 'thanks', ',', 'I', 'got', 'it', '.'], ['No', 'I', 'do', ""n't"", '!']]"	Neutral	s03e06c08u009
s03	e06	c08	u010	['Monica Geller']	Whoa! Are you okay?	[['Whoa', '!'], ['Are', 'you', 'okay', '?']]	Scared	s03e06c08u010
s03	e06	c08	u011	['Joey Tribbiani']	Whew! Stood up to fast, got a little head rush.	[['Whew', '!'], ['Stood', 'up', 'to', 'fast', ',', 'got', 'a', 'little', 'head', 'rush', '.']]	Scared	s03e06c08u011
s03	e06	c08	u012	['Monica Geller']	It's the heat. And-and the humidity.	"[['It', ""'s"", 'the', 'heat', '.'], ['And', '-', 'and', 'the', 'humidity', '.']]"	Neutral	s03e06c08u012
s03	e06	c08	u013	['Joey Tribbiani']	That's a uh, that's a tough combination.	"[['That', ""'s"", 'a', 'uh', ',', 'that', ""'s"", 'a', 'tough', 'combination', '.']]"	Scared	s03e06c08u013
s03	e06	c08	u014	['Monica Geller']	Do you wanna come in for some lemonade?	[['Do', 'you', 'wan', 'na', 'come', 'in', 'for', 'some', 'lemonade', '?']]	Neutral	s03e06c08u014
s03	e06	c08	u015	['Joey Tribbiani']	Like you wouldn't believe. Wow! This is a great place.	"[['Like', 'you', 'would', ""n't"", 'believe', '.'], ['Wow', '!'], ['This', 'is', 'a', 'great', 'place', '.']]"	Joyful	s03e06c08u015
s03	e06	c08	u016	['Monica Geller']	Thank you. Just make yourself comfortable.	[['Thank', 'you', '.'], ['Just', 'make', 'yourself', 'comfortable', '.']]	Neutral	s03e06c08u016
s03	e06	c08	u017	['Joey Tribbiani']	Gotcha.	[['Gotcha', '.']]	Neutral	s03e06c08u017
s03	e06	c08	u018	['Monica Geller']	This place is really my Grandmother's. I got it from her when she moved to Florida, otherwise I could never afford a place like this. So if the landlord ever asks, I'm 87 year old woman, who's afraid of her VCR. So are you thirsty?	"[['This', 'place', 'is', 'really', 'my', 'Grandmother', ""'s"", '.'], ['I', 'got', 'it', 'from', 'her', 'when', 'she', 'moved', 'to', 'Florida', ',', 'otherwise', 'I', 'could', 'never', 'afford', 'a', 'place', 'like', 'this', '.'], ['So', 'if', 'the', 'landlord', 'ever', 'asks', ',', 'I', ""'m"", '87', 'year', 'old', 'woman', ',', 'who', ""'s"", 'afraid', 'of', 'her', 'VCR.', 'So', 'are', 'you', 'thirsty', '?']]"	Joyful	s03e06c08u018
s03	e06	c08	u019	['Joey Tribbiani']	Oh, you bet I am!	[['Oh', ',', 'you', 'bet', 'I', 'am', '!']]	Joyful	s03e06c08u019
s03	e06	c08	u020	['Monica Geller']	Okay, here's your penis!	"[['Okay', ',', 'here', ""'s"", 'your', 'penis', '!']]"	Joyful	s03e06c08u020
s03	e06	c09	u002	['Monica Geller']	Oh my God!!! What are you doing?!!	[['Oh', 'my', 'God', '!!!'], ['What', 'are', 'you', 'doing', '?!!']]	Scared	s03e06c09u002
s03	e06	c09	u003	['Joey Tribbiani']	You said, you wanna come in for some lemonade?	[['You', 'said', ',', 'you', 'wan', 'na', 'come', 'in', 'for', 'some', 'lemonade', '?']]	Scared	s03e06c09u003
s03	e06	c09	u004	['Monica Geller']	So?!	[['So', '?!']]	Mad	s03e06c09u004
s03	e06	c09	u005	['Joey Tribbiani']	Whoa, ah!! We're you just gonna give me some lemonade?	"[['Whoa', ',', 'ah', '!!'], ['We', ""'re"", 'you', 'just', 'gon', 'na', 'give', 'me', 'some', 'lemonade', '?']]"	Scared	s03e06c09u005
s03	e06	c09	u006	['Monica Geller']	Yeah huh!! Cover yourself up!	[['Yeah', 'huh', '!!'], ['Cover', 'yourself', 'up', '!']]	Scared	s03e06c09u006
s03	e06	c09	u007	['Joey Tribbiani']	Oh right, right.	[['Oh', 'right', ',', 'right', '.']]	Scared	s03e06c09u007
s03	e06	c09	u008	['Monica Geller']	I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?	"[['I', 'do', ""n't"", 'believe', 'this', '!'], ['When', 'someone', 'asks', 'you', 'in', 'for', 'lemonade', ',', 'and', 'to', 'you', 'that', 'means', 'they', 'wan', 'na', 'have', 'sex', '?']]"	Scared	s03e06c09u008
s03	e06	c09	u009	['Joey Tribbiani']	Well usually...yeah! Well, not just lemonade, iced tea, sometimes juice. Well, sorry, I just, I thought you liked me. I'm such a jerk.	"[['Well', 'usually', '...'], ['yeah', '!'], ['Well', ',', 'not', 'just', 'lemonade', ',', 'iced', 'tea', ',', 'sometimes', 'juice', '.'], ['Well', ',', 'sorry', ',', 'I', 'just', ',', 'I', 'thought', 'you', 'liked', 'me', '.'], ['I', ""'m"", 'such', 'a', 'jerk', '.']]"	Sad	s03e06c09u009
s03	e06	c09	u010	['Monica Geller']	It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.	"[['It', ""'s"", 'okay', '.'], ['I', 'suppose', 'it', 'could', 'happen', 'to', 'anyone', ',', 'not', 'anyone', 'I', 'know', ',', 'but', '...'], ['By', 'the', 'way', 'I', 'can', 'still', 'see', 'it', '.']]"	Peaceful	s03e06c09u010
s03	e06	c10	u002	['Monica Geller']	Pheebs?	[['Pheebs', '?']]	Neutral	s03e06c10u002
s03	e06	c10	u003	['Phoebe Buffay']	Huh?	[['Huh', '?']]	Neutral	s03e06c10u003
s03	e06	c10	u004	['Monica Geller']	Where's your bed?	"[['Where', ""'s"", 'your', 'bed', '?']]"	Scared	s03e06c10u004
s03	e06	c10	u005	['Phoebe Buffay']	It's not in the apartment? Oh no. I can't believe this is happening again.	"[['It', ""'s"", 'not', 'in', 'the', 'apartment', '?'], ['Oh', 'no', '.'], ['I', 'ca', ""n't"", 'believe', 'this', 'is', 'happening', 'again', '.']]"	Scared	s03e06c10u005
s03	e06	c10	u006	['Monica Geller']	What?	[['What', '?']]	Scared	s03e06c10u006
s03	e06	c10	u007	['Phoebe Buffay']	Okay, enough with the third degree! I-I've, I don't live here anymore.	"[['Okay', ',', 'enough', 'with', 'the', 'third', 'degree', '!'], ['I', '-', 'I', ""'ve"", ',', 'I', 'do', ""n't"", 'live', 'here', 'anymore', '.']]"	Mad	s03e06c10u007
s03	e06	c10	u008	['Monica Geller']	What are you talking about?	[['What', 'are', 'you', 'talking', 'about', '?']]	Scared	s03e06c10u008
s03	e06	c10	u009	['Phoebe Buffay']	I'm sorry, I-I-I-I don't live here anymore. I-I didn't know how to tell you, but y'know everybody else knows!	"[['I', ""'m"", 'sorry', ',', 'I-I-I-I', 'do', ""n't"", 'live', 'here', 'anymore', '.'], ['I', '-', 'I', 'did', ""n't"", 'know', 'how', 'to', 'tell', 'you', ',', 'but', ""y'know"", 'everybody', 'else', 'knows', '!']]"	Scared	s03e06c10u009
s03	e06	c10	u010	['Monica Geller']	Everybody knows!	[['Everybody', 'knows', '!']]	Powerful	s03e06c10u010
s03	e06	c10	u011	['Phoebe Buffay']	That was supposed to be a good thing, I forget why. Just listen, Monica, I, do you know, okay, do you know, I couldn't sleep for like a month because I got like a dot of ink on one of the sofa cushions.	"[['That', 'was', 'supposed', 'to', 'be', 'a', 'good', 'thing', ',', 'I', 'forget', 'why', '.'], ['Just', 'listen', ',', 'Monica', ',', 'I', ',', 'do', 'you', 'know', ',', 'okay', ',', 'do', 'you', 'know', ',', 'I', 'could', ""n't"", 'sleep', 'for', 'like', 'a', 'month', 'because', 'I', 'got', 'like', 'a', 'dot', 'of', 'ink', 'on', 'one', 'of', 'the', 'sofa', 'cushions', '.']]"	Scared	s03e06c10u011
s03	e06	c10	u012	['Monica Geller']	Well, you-you coulda just turned the cushion over.	[['Well', ',', 'you', '-', 'you', 'could', 'a', 'just', 'turned', 'the', 'cushion', 'over', '.']]	Neutral	s03e06c10u012
s03	e06	c10	u013	['Phoebe Buffay']	Yeah, I would've except I had a big spaghetti stain on the other side.	"[['Yeah', ',', 'I', 'would', ""'ve"", 'except', 'I', 'had', 'a', 'big', 'spaghetti', 'stain', 'on', 'the', 'other', 'side', '.']]"	Neutral	s03e06c10u013
s03	e06	c10	u014	['Monica Geller']	What?!?!	[['What', '?!?!']]	Scared	s03e06c10u014
s03	e06	c10	u015	['Phoebe Buffay']	Okay, this is what I'm talking about, this. I-I need to live in a land where people can spill.	"[['Okay', ',', 'this', 'is', 'what', 'I', ""'m"", 'talking', 'about', ',', 'this', '.'], ['I', '-', 'I', 'need', 'to', 'live', 'in', 'a', 'land', 'where', 'people', 'can', 'spill', '.']]"	Scared	s03e06c10u015
s03	e06	c10	u016	['Monica Geller']	You can spill. In the sink.	[['You', 'can', 'spill', '.'], ['In', 'the', 'sink', '.']]	Powerful	s03e06c10u016
s03	e06	c10	u017	['Phoebe Buffay']	Aw, honey it's not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don't see that happening.	"[['Aw', ',', 'honey', 'it', ""'s"", 'not', 'your', 'fault', ',', ""y'know"", 'this', 'is', 'who', 'you', 'are', ',', 'and', 'I', 'love', 'you', ',', 'and', 'I', 'want', 'us', 'to', 'be', 'friends', ',', 'and', 'if', 'I', 'keep', 'living', 'here', 'I', 'do', ""n't"", 'see', 'that', 'happening', '.']]"	Peaceful	s03e06c10u017
s03	e06	c10	u018	['Monica Geller']	I love you, too.	[['I', 'love', 'you', ',', 'too', '.']]	Peaceful	s03e06c10u018
s03	e06	c10	u019	['Phoebe Buffay']	Aww, good. What?	[['Aww', ',', 'good', '.'], ['What', '?']]	Joyful	s03e06c10u019
s03	e06	c10	u020	['Monica Geller']	What? I'm just said.	"[['What', '?'], ['I', ""'m"", 'just', 'said', '.']]"	Scared	s03e06c10u020
s03	e06	c10	u021	['Phoebe Buffay']	No you're not, you're wondering which cushion it is.	"[['No', 'you', ""'re"", 'not', ',', 'you', ""'re"", 'wondering', 'which', 'cushion', 'it', 'is', '.']]"	Powerful	s03e06c10u021
s03	e06	c11	u002	['Chandler Bing']	So ah, whatcha watching?	[['So', 'ah', ',', 'what', 'cha', 'watching', '?']]	Joyful	s03e06c11u002
s03	e06	c11	u003	['Joey Tribbiani']	Baywatch.	[['Baywatch', '.']]	Peaceful	s03e06c11u003
s03	e06	c11	u004	['Chandler Bing']	What's it about?	"[['What', ""'s"", 'it', 'about', '?']]"	Neutral	s03e06c11u004
s03	e06	c11	u005	['Joey Tribbiani']	Lifeguards.	[['Lifeguards', '.']]	Neutral	s03e06c11u005
s03	e06	c11	u006	['Chandler Bing']	Well, it sounds kinda stupid... Who's she?	"[['Well', ',', 'it', 'sounds', 'kinda', 'stupid', '...'], ['Who', ""'s"", 'she', '?']]"	Mad	s03e06c11u006
s03	e06	c11	u007	['Joey Tribbiani']	Nicole Eggert. You'll like her.	"[['Nicole', 'Eggert', '.'], ['You', ""'ll"", 'like', 'her', '.']]"	Peaceful	s03e06c11u007
s03	e06	c11	u009	['Chandler Bing']	Wow! Look at them run.	[['Wow', '!'], ['Look', 'at', 'them', 'run', '.']]	Joyful	s03e06c11u009
s03	e06	c11	u010	['Joey Tribbiani']	They do that a lot. Hey, you want a beer?	[['They', 'do', 'that', 'a', 'lot', '.'], ['Hey', ',', 'you', 'want', 'a', 'beer', '?']]	Joyful	s03e06c11u010
s03	e06	c11	u011	['Chandler Bing']	Yeah, I'll go get one.	"[['Yeah', ',', 'I', ""'ll"", 'go', 'get', 'one', '.']]"	Joyful	s03e06c11u011
s03	e06	c11	u012	['Joey Tribbiani']	No, no, no, don't get up, I got a cooler right here.	"[['No', ',', 'no', ',', 'no', ',', 'do', ""n't"", 'get', 'up', ',', 'I', 'got', 'a', 'cooler', 'right', 'here', '.']]"	Powerful	s03e06c11u012
s03	e06	c12	u002	['Chandler Bing']	Well, hello!	[['Well', ',', 'hello', '!']]	Neutral	s03e06c12u002
s03	e06	c12	u003	['Monica Geller']	Hey.	[['Hey', '.']]	Neutral	s03e06c12u003
s03	e06	c12	u004	['Chandler Bing']	Do you have any beers? We're out of beers.	"[['Do', 'you', 'have', 'any', 'beers', '?'], ['We', ""'re"", 'out', 'of', 'beers', '.']]"	Joyful	s03e06c12u004
s03	e06	c12	u005	['Monica Geller']	Help yourself.	[['Help', 'yourself', '.']]	Sad	s03e06c12u005
s03	e06	c12	u006	['Chandler Bing']	You okay?	[['You', 'okay', '?']]	Neutral	s03e06c12u006
s03	e06	c12	u007	['Monica Geller']	Phoebe moved out.	[['Phoebe', 'moved', 'out', '.']]	Sad	s03e06c12u007
s03	e06	c12	u008	['Chandler Bing']	Right.	[['Right', '.']]	Neutral	s03e06c12u008
s03	e06	c12	u009	['Monica Geller']	I don't understand, I mean am I so hard to live, is this why I don't have a boyfriend?	"[['I', 'do', ""n't"", 'understand', ',', 'I', 'mean', 'am', 'I', 'so', 'hard', 'to', 'live', ',', 'is', 'this', 'why', 'I', 'do', ""n't"", 'have', 'a', 'boyfriend', '?']]"	Sad	s03e06c12u009
s03	e06	c12	u010	['Chandler Bing']	Noo!! You don't have a boyfriend because....I don't, I don't know why you don't have a boyfriend. You should have a boyfriend.	"[['Noo', '!!'], ['You', 'do', ""n't"", 'have', 'a', 'boyfriend', 'because', '....'], ['I', 'do', ""n't"", ',', 'I', 'do', ""n't"", 'know', 'why', 'you', 'do', ""n't"", 'have', 'a', 'boyfriend', '.'], ['You', 'should', 'have', 'a', 'boyfriend', '.']]"	Neutral	s03e06c12u010
s03	e06	c12	u011	['Monica Geller']	Well, I think so.	[['Well', ',', 'I', 'think', 'so', '.']]	Sad	s03e06c12u011
s03	e06	c12	u012	['Chandler Bing']	Oh-ho, come here. Listen, you are one of my favourite people and the most beautiful woman I've ever known in real life.	"[['Oh', '-', 'ho', ',', 'come', 'here', '.'], ['Listen', ',', 'you', 'are', 'one', 'of', 'my', 'favourite', 'people', 'and', 'the', 'most', 'beautiful', 'woman', 'I', ""'ve"", 'ever', 'known', 'in', 'real', 'life', '.']]"	Peaceful	s03e06c12u012
s03	e06	c13	u002	['Ross Geller']	Hi. Where is everybody?	[['Hi', '.'], ['Where', 'is', 'everybody', '?']]	Sad	s03e06c13u002
s03	e06	c13	u003	['Phoebe Buffay']	Oh, it's already closed, Chris gave me the keys to lock up-what is wrong?	"[['Oh', ',', 'it', ""'s"", 'already', 'closed', ',', 'Chris', 'gave', 'me', 'the', 'keys', 'to', 'lock', 'up-what', 'is', 'wrong', '?']]"	Sad	s03e06c13u003
s03	e06	c13	u004	['Ross Geller']	My marriage, I think my marriage is um, is kinda over.	[['My', 'marriage', ',', 'I', 'think', 'my', 'marriage', 'is', 'um', ',', 'is', 'kinda', 'over', '.']]	Sad	s03e06c13u004
s03	e06	c13	u005	['Phoebe Buffay']	Oh no! Why?	[['Oh', 'no', '!'], ['Why', '?']]	Scared	s03e06c13u005
s03	e06	c13	u006	['Ross Geller']	'Cause Carol's a lesbian. And, and I'm not one. And apparently it's not a mix and match situation.	"[[""'"", 'Cause', 'Carol', ""'s"", 'a', 'lesbian', '.'], ['And', ',', 'and', 'I', ""'m"", 'not', 'one', '.'], ['And', 'apparently', 'it', ""'s"", 'not', 'a', 'mix', 'and', 'match', 'situation', '.']]"	Mad	s03e06c13u006
s03	e06	c13	u007	['Phoebe Buffay']	Oh my God! I don't believe it! Oh, you poor bunny.	"[['Oh', 'my', 'God', '!'], ['I', 'do', ""n't"", 'believe', 'it', '!'], ['Oh', ',', 'you', 'poor', 'bunny', '.']]"	Peaceful	s03e06c13u007
s03	e06	c13	u008	['Ross Geller']	I'm an idiot. I mean shoulda seen it, I mean Carol and I'd be out and she'd, she'd see some beautiful woman, and, and she'd be Ross y'know look at her, and I'd think, God, my wife is cool!	"[['I', ""'m"", 'an', 'idiot', '.'], ['I', 'mean', 'should', 'a', 'seen', 'it', ',', 'I', 'mean', 'Carol', 'and', 'I', ""'d"", 'be', 'out', 'and', 'she', ""'d"", ',', 'she', ""'d"", 'see', 'some', 'beautiful', 'woman', ',', 'and', ',', 'and', 'she', ""'d"", 'be', 'Ross', ""y'know"", 'look', 'at', 'her', ',', 'and', 'I', ""'d"", 'think', ',', 'God', ',', 'my', 'wife', 'is', 'cool', '!']]"	Sad	s03e06c13u008
s03	e06	c13	u009	['Phoebe Buffay']	Aw! Hey, do you think that Susan person is her lover?	[['Aw', '!'], ['Hey', ',', 'do', 'you', 'think', 'that', 'Susan', 'person', 'is', 'her', 'lover', '?']]	Peaceful	s03e06c13u009
s03	e06	c13	u010	['Ross Geller']	Well, now I do!!	[['Well', ',', 'now', 'I', 'do', '!!']]	Mad	s03e06c13u010
s03	e06	c13	u011	['Phoebe Buffay']	I'm sorry.	"[['I', ""'m"", 'sorry', '.']]"	Sad	s03e06c13u011
s03	e06	c13	u012	['Ross Geller']	Seven years. I mean we've been together seven years, she's the only woman who's ever loved me, and the only woman I've-I've ever....	"[['Seven', 'years', '.'], ['I', 'mean', 'we', ""'ve"", 'been', 'together', 'seven', 'years', ',', 'she', ""'s"", 'the', 'only', 'woman', 'who', ""'s"", 'ever', 'loved', 'me', ',', 'and', 'the', 'only', 'woman', 'I', ""'ve"", '-', 'I', ""'ve"", 'ever', '....']]"	Powerful	s03e06c13u012
s03	e06	c13	u013	['Phoebe Buffay']	Aw, God Ross. Oh.	[['Aw', ',', 'God', 'Ross', '.'], ['Oh', '.']]	Sad	s03e06c13u013
s03	e06	c14	u002	['Chandler Bing']	Umm, this is nice.	[['Umm', ',', 'this', 'is', 'nice', '.']]	Joyful	s03e06c14u002
s03	e06	c14	u003	['Monica Geller']	I know, it is isn't it?	"[['I', 'know', ',', 'it', 'is', 'is', ""n't"", 'it', '?']]"	Joyful	s03e06c14u003
s03	e06	c14	u004	['Chandler Bing']	No, I mean it, this feels really good. Is it a hundred percent cotton?	[['No', ',', 'I', 'mean', 'it', ',', 'this', 'feels', 'really', 'good', '.'], ['Is', 'it', 'a', 'hundred', 'percent', 'cotton', '?']]	Peaceful	s03e06c14u004
s03	e06	c14	u005	['Monica Geller']	Yeah! And I got it on sale, too.	[['Yeah', '!'], ['And', 'I', 'got', 'it', 'on', 'sale', ',', 'too', '.']]	Joyful	s03e06c14u005
s03	e06	c14	u006	['Chandler Bing']	Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.	[['Anyway', ',', 'I', 'should', 'go', ',', 'one', 'of', 'the', 'lifeguards', 'was', 'just', 'about', 'to', 'dismantle', 'a', 'nuclear', 'device', '.']]	Neutral	s03e06c14u006
s03	e06	c14	u007	['Monica Geller']	Well, if you wanna get a drink later we can.	[['Well', ',', 'if', 'you', 'wan', 'na', 'get', 'a', 'drink', 'later', 'we', 'can', '.']]	Neutral	s03e06c14u007
s03	e06	c14	u008	['Chandler Bing']	Oh yeah, that sounds great. Oh, and listen, it's, it's gonna be....	"[['Oh', 'yeah', ',', 'that', 'sounds', 'great', '.'], ['Oh', ',', 'and', 'listen', ',', 'it', ""'s"", ',', 'it', ""'s"", 'gon', 'na', 'be', '....']]"	Joyful	s03e06c14u008
s03	e06	c14	u009	['Monica Geller']	I know. Thanks.	[['I', 'know', '.'], ['Thanks', '.']]	Neutral	s03e06c14u009
s03	e06	c16	u002	['Chandler Bing']	I can't believe you came back.	"[['I', 'ca', ""n't"", 'believe', 'you', 'came', 'back', '.']]"	Joyful	s03e06c16u002
s03	e06	c16	u003	['Rachel Green']	Don't say anything. I don't wanna speak, I don't wanna think. I just want you to take me and kiss me and make love to me right here, right now.	"[['Do', ""n't"", 'say', 'anything', '.'], ['I', 'do', ""n't"", 'wan', 'na', 'speak', ',', 'I', 'do', ""n't"", 'wan', 'na', 'think', '.'], ['I', 'just', 'want', 'you', 'to', 'take', 'me', 'and', 'kiss', 'me', 'and', 'make', 'love', 'to', 'me', 'right', 'here', ',', 'right', 'now', '.']]"	Powerful	s03e06c16u003
s03	e06	c16	u005	['Friend No. 2']	Rachel! Rachel!	[['Rachel', '!'], ['Rachel', '!']]	Scared	s03e06c16u005
s03	e06	c16	u006	['Rachel Green']	What?	[['What', '?']]	Neutral	s03e06c16u006
s03	e06	c16	u007	['Friend No. 2']	You missed the exit!	[['You', 'missed', 'the', 'exit', '!']]	Mad	s03e06c16u007
